Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Tell Me That It Isn't True,Bob Dylan,Nashville Skyline,1969,2:40,4,0.601,0.294,5,-20.909,1,0.0313,0.809,0.499,0.129,0.779,87.034,38
I Threw It All Away,Bob Dylan,Nashville Skyline,1969,2:23,4,0.476,0.194,0,-20.311,1,0.0335,0.603,0.0135,0.23,0.371,145.945,46
Peggy Day,Bob Dylan,Nashville Skyline,1969,1:59,4,0.628,0.297,5,-20.272,1,0.0548,0.761,0.0000687,0.125,0.738,122.989,36
To Be Alone with You,Bob Dylan,Nashville Skyline,1969,2:07,4,0.707,0.326,9,-19.686,1,0.0541,0.614,0.0000306,0.365,0.788,122.948,45
One More Night,Bob Dylan,Nashville Skyline,1969,2:20,4,0.394,0.323,0,-19.551,1,0.059,0.72,0.00548,0.173,0.733,178.083,37
Country Pie,Bob Dylan,Nashville Skyline,1969,1:35,4,0.723,0.533,9,-17.939,1,0.0557,0.639,0.00037,0.23,0.68,99.079,40
Tonight I'll Be Staying Here with You,Bob Dylan,Nashville Skyline,1969,3:21,4,0.583,0.38,7,-17.607,1,0.0482,0.376,0.00685,0.0676,0.529,81.892,48
Three Angels,Bob Dylan,New Morning,1970,2:07,3,0.511,0.242,0,-15.778,1,0.043,0.716,0.142,0.101,0.463,121.511,26
If Dogs Run Free,Bob Dylan,New Morning,1970,3:37,4,0.528,0.406,0,-13.996,1,0.0474,0.304,0.246,0.0864,0.377,104.441,28
Sign on the Window,Bob Dylan,New Morning,1970,3:40,4,0.441,0.226,11,-13.809,1,0.0324,0.981,0.0861,0.138,0.33,148.107,33
Time Passes Slowly,Bob Dylan,New Morning,1970,2:35,3,0.498,0.276,8,-13.661,1,0.0348,0.928,0.000534,0.0913,0.443,134.672,29
Winterlude,Bob Dylan,New Morning,1970,2:22,4,0.332,0.39,0,-12.425,1,0.0371,0.909,0.0128,0.114,0.488,50.166,28
Father of Night,Bob Dylan,New Morning,1970,1:31,4,0.495,0.301,5,-10.247,1,0.0281,0.943,0.00256,0.273,0.684,98.051,26
New Morning,Bob Dylan,New Morning,1970,3:56,4,0.639,0.509,9,-9.95,1,0.0319,0.608,0.000482,0.275,0.618,132.527,34
The Man in Me,Bob Dylan,New Morning,1970,3:06,4,0.419,0.517,8,-9.368,1,0.0284,0.532,0.0251,0.0785,0.905,145.109,58
Went to See the Gypsy,Bob Dylan,New Morning,1970,2:49,4,0.585,0.454,10,-9.177,1,0.0678,0.729,0.000062,0.0824,0.685,76.51,31
Day of the Locusts,Bob Dylan,New Morning,1970,3:58,3,0.382,0.528,1,-8.977,1,0.062,0.212,0.0000283,0.0922,0.707,179.716,31
If Not for You,Bob Dylan,New Morning,1970,2:41,4,0.663,0.593,9,-8.616,1,0.0322,0.452,0.0453,0.226,0.884,139.479,47
One More Weekend,Bob Dylan,New Morning,1970,3:09,4,0.558,0.692,4,-8.017,0,0.0382,0.129,0.0000196,0.0991,0.626,92.329,26
Alberta #1,Bob Dylan,Self Portrait,1970,2:57,4,0.589,0.224,7,-14.014,1,0.0305,0.688,0.000126,0.094,0.599,84.81,26
I Forgot More Than You'll Ever Know,Bob Dylan,Self Portrait,1970,2:25,3,0.535,0.146,7,-13.77,1,0.0322,0.829,0.0362,0.163,0.43,93.893,24
Let It Be Me,Bob Dylan,Self Portrait,1970,3:01,4,0.433,0.307,3,-13.572,1,0.0288,0.771,0.363,0.123,0.591,166.494,25
Take Me as I Am (Or Let Me Go),Bob Dylan,Self Portrait,1970,3:02,4,0.628,0.351,0,-13.177,1,0.0287,0.383,0.0024,0.121,0.534,97.79,20
It Hurts Me Too,Bob Dylan,Self Portrait,1970,3:13,3,0.609,0.176,0,-12.071,1,0.041,0.85,0.0000408,0.157,0.359,157.65,20
Early Mornin' Rain,Bob Dylan,Self Portrait,1970,3:37,4,0.588,0.371,0,-11.867,1,0.0324,0.867,0.0108,0.168,0.623,127.827,29
Take a Message to Mary,Bob Dylan,Self Portrait,1970,2:45,4,0.652,0.367,0,-11.063,1,0.029,0.663,0.000288,0.1,0.716,112.28,20
Blue Moon,Bob Dylan,Self Portrait,1970,2:27,4,0.496,0.363,0,-11.047,1,0.0296,0.776,0.0563,0.122,0.543,149.091,27
All the Tired Horses,Bob Dylan,Self Portrait,1970,3:13,4,0.335,0.205,0,-10.869,1,0.032,0.939,0.0000625,0.104,0.254,135.725,33
Belle Isle,Bob Dylan,Self Portrait,1970,2:33,4,0.489,0.315,0,-10.844,1,0.0319,0.881,0,0.13,0.568,114.177,22
Little Sadie,Bob Dylan,Self Portrait,1970,2:01,4,0.722,0.538,2,-10.527,1,0.032,0.841,0,0.0937,0.961,106.807,22
Copper Kettle,Bob Dylan,Self Portrait,1970,3:33,4,0.445,0.192,7,-10.511,1,0.029,0.768,0,0.129,0.364,138.566,22
Days of '49,Bob Dylan,Self Portrait,1970,5:28,4,0.64,0.392,7,-10.322,1,0.0396,0.766,0,0.0998,0.687,81.312,26
The Boxer,Bob Dylan,Self Portrait,1970,2:46,4,0.482,0.294,0,-9.664,1,0.0339,0.893,0,0.39,0.543,107.112,26
In Search of Little Sadie,Bob Dylan,Self Portrait,1970,2:29,4,0.614,0.324,2,-8.951,1,0.0701,0.805,0,0.206,0.526,85.233,20
Gotta Travel On,Bob Dylan,Self Portrait,1970,3:07,4,0.617,0.555,9,-8.937,1,0.0486,0.783,0,0.203,0.711,93.941,21
"Like a Rolling Stone - Live at the Isle of Wight, UK - August 1969",Bob Dylan,Self Portrait,1970,5:19,4,0.344,0.568,7,-8.904,1,0.0451,0.574,0,0.465,0.468,170.743,21
Living the Blues,Bob Dylan,Self Portrait,1970,2:44,4,0.709,0.588,0,-7.933,1,0.0331,0.662,0.000972,0.243,0.786,116.345,21
"(Quinn the Eskimo) The Mighty Quinn - Live at the Isle of Wight, UK - August 1969",Bob Dylan,Self Portrait,1970,2:46,4,0.541,0.634,9,-7.612,1,0.0977,0.446,0,0.0358,0.699,88.585,24
Woogie Boogie,Bob Dylan,Self Portrait,1970,2:08,4,0.548,0.843,1,-6.216,1,0.0305,0.703,0.759,0.161,0.971,140.631,20
Can't Help Falling in Love,Bob Dylan,Dylan (1973),1973,4:19,4,0.471,0.32,4,-12.768,1,0.035,0.375,0.0000212,0.0729,0.262,143.086,27
The Ballad of Ira Hayes,Bob Dylan,Dylan (1973),1973,5:13,4,0.402,0.262,8,-11.775,1,0.0392,0.909,0.00000284,0.111,0.358,106.672,20
Mary Ann,Bob Dylan,Dylan (1973),1973,2:43,3,0.46,0.463,9,-11.244,1,0.0319,0.727,0,0.107,0.328,126.059,17
Lily of the West,Bob Dylan,Dylan (1973),1973,3:47,4,0.465,0.716,9,-10.927,0,0.0366,0.399,0.000162,0.0872,0.537,115.4,27
Mr. Bojangles,Bob Dylan,Dylan (1973),1973,5:32,3,0.453,0.548,0,-10.403,1,0.038,0.523,0.000188,0.596,0.454,139.384,28
Spanish Is the Loving Tongue,Bob Dylan,Dylan (1973),1973,4:16,4,0.411,0.39,0,-10.027,1,0.0317,0.796,0.0000781,0.285,0.341,112.525,19
Big Yellow Taxi,Bob Dylan,Dylan (1973),1973,2:13,4,0.492,0.534,7,-8.361,1,0.0333,0.292,0,0.22,0.892,80.525,26
A Fool Such As I,Bob Dylan,Dylan (1973),1973,2:43,4,0.563,0.857,7,-7.618,1,0.0604,0.165,0.0000183,0.134,0.687,118.29,17
Sarah Jane,Bob Dylan,Dylan (1973),1973,2:51,4,0.467,0.918,4,-6.143,0,0.0711,0.216,0,0.111,0.836,104.224,20
Cantina Theme (Workin' for the Law),Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,2:53,4,0.634,0.105,9,-21.741,1,0.0424,0.921,0.905,0.204,0.286,127.03,32
Main Title Theme (Billy),Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,6:02,4,0.639,0.264,7,-18.802,1,0.0425,0.732,0.755,0.0522,0.433,125.458,38
Billy 7,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,2:07,4,0.561,0.151,7,-18.027,1,0.0442,0.669,0.0000508,0.0928,0.455,120.694,30
Bunkhouse Theme,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,2:12,3,0.442,0.207,0,-17.114,1,0.0362,0.838,0.932,0.0915,0.399,137.969,32
River Theme,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,1:27,4,0.611,0.183,9,-15.285,1,0.0501,0.74,0.918,0.141,0.606,135.952,31
Turkey Chase,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,3:31,4,0.585,0.495,11,-13.705,0,0.0292,0.505,0.968,0.23,0.95,119.74,30
Knockin' On Heaven's Door,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,2:29,4,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,80
Billy 1,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,3:52,4,0.471,0.328,7,-13.049,1,0.0268,0.287,0.00218,0.0833,0.537,129.978,36
Final Theme,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,5:21,4,0.414,0.383,5,-12.647,1,0.032,0.722,0.758,0.0657,0.33,133.14,32
Billy 4,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),1973,4:59,4,0.435,0.29,9,-11.898,1,0.0315,0.802,0.00000158,0.0728,0.59,140.898,32
Dirge,Bob Dylan,Planet Waves,1974,5:34,4,0.579,0.231,7,-12.181,0,0.0398,0.955,0.000951,0.359,0.612,110.839,26
Forever Young - Slow Version,Bob Dylan,Planet Waves,1974,4:56,4,0.488,0.493,2,-9.878,1,0.0464,0.255,0.000181,0.102,0.389,135.093,47
Wedding Song,Bob Dylan,Planet Waves,1974,4:42,4,0.571,0.367,9,-9.767,0,0.03,0.786,0,0.285,0.509,91.96,32
"Going, Going, Gone",Bob Dylan,Planet Waves,1974,3:26,4,0.637,0.494,2,-9.585,0,0.0376,0.532,0.0000951,0.0751,0.626,119.337,31
Never Say Goodbye,Bob Dylan,Planet Waves,1974,2:51,4,0.466,0.656,2,-9.141,1,0.0408,0.583,0.252,0.173,0.717,137.332,26
Hazel,Bob Dylan,Planet Waves,1974,2:49,4,0.567,0.564,4,-8.611,1,0.0297,0.445,0.000185,0.209,0.565,123.646,27
You Angel You,Bob Dylan,Planet Waves,1974,2:52,4,0.57,0.763,9,-8.513,1,0.0514,0.665,0.00797,0.0829,0.895,118.008,25
On a Night Like This,Bob Dylan,Planet Waves,1974,2:57,4,0.56,0.785,5,-7.611,1,0.12,0.45,0,0.145,0.933,138.778,29
Forever Young - Fast Version,Bob Dylan,Planet Waves,1974,2:48,4,0.637,0.763,8,-7.572,1,0.11,0.66,0.00286,0.181,0.9,95.999,37
Tough Mama,Bob Dylan,Planet Waves,1974,4:15,4,0.527,0.869,11,-7.175,0,0.0874,0.527,0.00000331,0.0735,0.891,164.806,27
Something There Is About You,Bob Dylan,Planet Waves,1974,4:42,4,0.602,0.759,7,-7.124,1,0.0382,0.222,0.0000801,0.0553,0.707,133.802,27
Buckets of Rain,Bob Dylan,Blood On The Tracks,1975,3:23,4,0.514,0.234,4,-18.245,1,0.0328,0.539,0.00254,0.109,0.454,173.644,48
Shelter from the Storm,Bob Dylan,Blood On The Tracks,1975,5:01,4,0.486,0.241,4,-17.337,1,0.0366,0.413,0.0000351,0.0928,0.614,106.574,56
"If You See Her, Say Hello",Bob Dylan,Blood On The Tracks,1975,4:48,4,0.383,0.224,2,-16.99,1,0.0274,0.768,0,0.087,0.466,102.94,45
You're a Big Girl Now,Bob Dylan,Blood On The Tracks,1975,4:32,4,0.597,0.308,7,-16.527,1,0.0452,0.795,0.0000403,0.0469,0.413,75.414,44
Simple Twist of Fate,Bob Dylan,Blood On The Tracks,1975,4:16,4,0.409,0.264,4,-16.273,1,0.0363,0.665,0.00016,0.102,0.355,137.16,52
You're Gonna Make Me Lonesome When You Go,Bob Dylan,Blood On The Tracks,1975,2:54,4,0.437,0.381,9,-15.016,1,0.0433,0.512,0.000104,0.0984,0.698,109.74,47
Meet Me in the Morning,Bob Dylan,Blood On The Tracks,1975,4:18,4,0.555,0.467,9,-14.698,1,0.0443,0.0809,0.000983,0.0707,0.591,145.268,49
"Lily, Rosemary and the Jack of Hearts",Bob Dylan,Blood On The Tracks,1975,8:51,4,0.457,0.665,2,-13.722,1,0.0821,0.414,0,0.0948,0.667,126.33,41
Tangled up in Blue,Bob Dylan,Blood On The Tracks,1975,5:41,4,0.421,0.661,9,-13.126,1,0.0433,0.414,0.00000116,0.0962,0.554,100.965,57
Idiot Wind,Bob Dylan,Blood On The Tracks,1975,7:47,4,0.431,0.543,7,-12.507,1,0.0488,0.354,0.0000898,0.106,0.619,157.384,43
You Ain't Goin' Nowhere,Bob Dylan,The Basement Tapes,1975,2:42,4,0.571,0.591,7,-8.566,1,0.0355,0.353,0,0.234,0.609,116.29,44
Yea! Heavy And A Bottle Of Bread,Bob Dylan,The Basement Tapes,1975,2:15,4,0.502,0.557,5,-7.631,0,0.0411,0.548,0.00000264,0.132,0.711,112.805,22
Ain't No More Cane,Bob Dylan,The Basement Tapes,1975,3:58,4,0.509,0.649,7,-7.568,1,0.034,0.191,0.00195,0.313,0.633,133.983,24
Too Much of Nothing,Bob Dylan,The Basement Tapes,1975,3:04,4,0.405,0.598,11,-7.435,1,0.033,0.516,0,0.0936,0.461,73.871,22
Million Dollar Bash,Bob Dylan,The Basement Tapes,1975,2:31,4,0.592,0.467,4,-7.38,1,0.0467,0.4,0,0.292,0.517,119.23,31
Clothes Line Saga,Bob Dylan,The Basement Tapes,1975,2:58,4,0.308,0.582,4,-7.336,1,0.0562,0.692,0,0.186,0.513,199.17,22
Tears of Rage,Bob Dylan,The Basement Tapes,1975,4:15,4,0.305,0.48,2,-6.927,1,0.0287,0.782,0.00000154,0.225,0.358,67.867,25
"Please, Mrs. Henry",Bob Dylan,The Basement Tapes,1975,2:33,4,0.548,0.607,1,-6.867,1,0.052,0.818,0.00000769,0.0497,0.842,122.943,23
Lo and Behold!,Bob Dylan,The Basement Tapes,1975,2:46,4,0.506,0.686,7,-6.785,1,0.0439,0.498,0.000616,0.0874,0.732,146.318,23
Yazoo Street Scandal,Bob Dylan,The Basement Tapes,1975,3:29,4,0.44,0.686,0,-6.701,1,0.105,0.334,0.00707,0.121,0.797,153.757,25
Ruben Remus,Bob Dylan,The Basement Tapes,1975,3:15,4,0.558,0.565,0,-6.691,1,0.054,0.6,0.0035,0.104,0.63,124.805,20
Odds and Ends,Bob Dylan,The Basement Tapes,1975,1:47,4,0.572,0.697,9,-6.593,1,0.0618,0.462,0,0.107,0.858,134.073,30
Crash on the Levee,Bob Dylan,The Basement Tapes,1975,2:04,4,0.693,0.557,5,-6.504,0,0.0333,0.439,0.0000799,0.161,0.793,124.61,25
Orange Juice Blues,Bob Dylan,The Basement Tapes,1975,3:39,4,0.549,0.665,7,-6.475,1,0.0319,0.672,0,0.357,0.663,102.026,26
Goin' to Acapulco,Bob Dylan,The Basement Tapes,1975,5:27,4,0.403,0.565,9,-6.367,1,0.0329,0.124,0.0394,0.189,0.357,75.674,28
Don't Ya Tell Henry,Bob Dylan,The Basement Tapes,1975,3:12,4,0.59,0.811,2,-6.264,1,0.0405,0.737,0.251,0.341,0.848,132.745,22
Tiny Montgomery,Bob Dylan,The Basement Tapes,1975,2:46,4,0.485,0.654,6,-6.073,0,0.061,0.729,0.00235,0.38,0.532,132.134,20
Apple Suckling Tree,Bob Dylan,The Basement Tapes,1975,2:48,4,0.438,0.812,2,-5.675,1,0.243,0.329,0,0.0723,0.865,176.998,26
Katie's Been Gone,Bob Dylan,The Basement Tapes,1975,2:46,4,0.478,0.635,4,-5.231,1,0.0305,0.464,0.291,0.133,0.514,112.101,28
Bessie Smith,Bob Dylan,The Basement Tapes,1975,4:18,4,0.371,0.798,0,-5.184,1,0.0464,0.407,0.4,0.188,0.603,131.776,25
Joey,Bob Dylan,Desire,1976,11:05,4,0.533,0.529,7,-10.404,1,0.0328,0.241,0.000266,0.116,0.439,116.814,35
"Oh, Sister",Bob Dylan,Desire,1976,4:01,3,0.579,0.391,7,-9.756,1,0.0295,0.0249,0.00014,0.175,0.409,123.128,38
One More Cup of Coffee,Bob Dylan,Desire,1976,3:44,4,0.533,0.473,9,-9.477,0,0.0304,0.167,0.00000202,0.0899,0.305,139.193,51
Sara,Bob Dylan,Desire,1976,5:31,3,0.43,0.504,4,-8.997,0,0.0382,0.36,0,0.0799,0.276,156.223,42
Mozambique,Bob Dylan,Desire,1976,3:00,4,0.726,0.864,7,-8.191,1,0.0293,0.0452,0.000159,0.109,0.821,127.68,42
Black Diamond Bay,Bob Dylan,Desire,1976,7:29,4,0.579,0.831,7,-7.943,1,0.0367,0.154,0.0000185,0.165,0.822,97.622,36
Romance in Durango,Bob Dylan,Desire,1976,5:44,4,0.328,0.541,2,-7.782,1,0.0321,0.236,0,0.386,0.582,169.035,38
Hurricane,Bob Dylan,Desire,1976,8:32,4,0.509,0.827,0,-7.715,1,0.0782,0.0409,0,0.12,0.743,135.601,65
Isis,Bob Dylan,Desire,1976,6:58,3,0.516,0.717,3,-7.142,1,0.0343,0.126,0,0.186,0.883,147.957,43
Señor (Tales of Yankee Power),Bob Dylan,Street-Legal,1978,5:39,4,0.602,0.41,9,-13.337,0,0.0298,0.297,0.0000184,0.223,0.342,136.293,33
We Better Talk This Over,Bob Dylan,Street-Legal,1978,4:05,4,0.582,0.534,2,-11.76,1,0.0267,0.14,0.000163,0.174,0.796,93.744,26
Is Your Love in Vain?,Bob Dylan,Street-Legal,1978,4:31,4,0.336,0.444,2,-11.534,1,0.0279,0.346,0,0.158,0.598,164.846,31
New Pony,Bob Dylan,Street-Legal,1978,4:29,4,0.493,0.574,9,-11.08,1,0.0313,0.252,0.0000271,0.203,0.829,80.256,29
"Baby, Stop Crying",Bob Dylan,Street-Legal,1978,5:18,4,0.534,0.529,10,-11.071,1,0.0413,0.435,0.0000987,0.117,0.419,132.41,31
Where Are You Tonight? (Journey Through Dark Heat),Bob Dylan,Street-Legal,1978,6:15,4,0.516,0.523,0,-10.696,1,0.0429,0.253,0,0.0967,0.775,96.239,31
Changing of the Guards,Bob Dylan,Street-Legal,1978,6:37,4,0.607,0.717,5,-10.603,0,0.0371,0.17,0.00000455,0.032,0.821,124.576,47
True Love Tends to Forget,Bob Dylan,Street-Legal,1978,4:15,4,0.42,0.48,2,-10.41,1,0.0378,0.466,0,0.0656,0.483,156.736,27
No Time to Think,Bob Dylan,Street-Legal,1978,8:20,3,0.388,0.478,10,-10.093,1,0.0404,0.273,0,0.121,0.622,188.573,28
Do Right to Me Baby (Do Unto Others),Bob Dylan,Slow Train Coming,1979,3:52,4,0.791,0.512,6,-13.309,0,0.0733,0.535,0.00000624,0.119,0.599,98.884,27
I Believe in You,Bob Dylan,Slow Train Coming,1979,5:08,4,0.588,0.353,9,-12.781,1,0.0438,0.44,0.00000847,0.0425,0.24,141.417,30
When He Returns,Bob Dylan,Slow Train Coming,1979,4:31,3,0.645,0.293,8,-12.253,1,0.0486,0.839,0,0.0656,0.249,94.8,27
When You Gonna Wake Up,Bob Dylan,Slow Train Coming,1979,5:28,4,0.823,0.516,7,-11.538,1,0.181,0.326,0.00000159,0.0767,0.906,137.689,27
Man Gave Names to All the Animals,Bob Dylan,Slow Train Coming,1979,4:27,4,0.763,0.509,11,-11.139,0,0.0533,0.458,0.000175,0.0799,0.965,94.376,37
Gotta Serve Somebody,Bob Dylan,Slow Train Coming,1979,5:24,4,0.81,0.526,2,-9.627,1,0.0991,0.431,0,0.0841,0.811,95.23,45
Slow Train,Bob Dylan,Slow Train Coming,1979,5:58,4,0.599,0.558,2,-9.163,0,0.0526,0.359,0.0000013,0.217,0.842,164.344,36
Precious Angel,Bob Dylan,Slow Train Coming,1979,6:29,4,0.736,0.703,3,-8.469,1,0.0386,0.115,0.0000172,0.107,0.812,122.575,35
Gonna Change My Way of Thinking,Bob Dylan,Slow Train Coming,1979,5:28,3,0.611,0.486,2,-8.158,1,0.149,0.199,0.000639,0.0371,0.967,206.276,28
A Satisfied Mind,Bob Dylan,Saved,1980,1:58,3,0.318,0.213,4,-12.868,1,0.036,0.831,0,0.303,0.337,81.152,21
Saving Grace,Bob Dylan,Saved,1980,5:04,4,0.457,0.511,0,-9.015,1,0.0289,0.3,0.00432,0.25,0.425,105.046,18
In the Garden,Bob Dylan,Saved,1980,5:59,4,0.498,0.604,11,-8.148,0,0.031,0.335,0.00112,0.0975,0.4,126.143,18
Covenant Woman,Bob Dylan,Saved,1980,6:05,4,0.616,0.624,2,-7.484,0,0.0284,0.271,0.000541,0.138,0.437,132.18,22
Pressing On,Bob Dylan,Saved,1980,5:14,4,0.417,0.765,10,-7.355,1,0.0532,0.205,0.000166,0.0667,0.359,142.338,24
Are You Ready,Bob Dylan,Saved,1980,4:45,3,0.653,0.666,5,-7.106,1,0.0448,0.219,0.00218,0.186,0.753,120.532,17
What Can I Do for You?,Bob Dylan,Saved,1980,5:53,4,0.513,0.481,0,-6.614,0,0.033,0.401,0.00181,0.158,0.393,131.735,22
Solid Rock,Bob Dylan,Saved,1980,3:58,4,0.586,0.987,2,-5.72,1,0.0639,0.0153,0.00149,0.0708,0.561,105.1,20
Saved,Bob Dylan,Saved,1980,4:02,4,0.552,0.969,11,-5.394,1,0.0357,0.0237,0.00179,0.0892,0.702,130.764,25
Lenny Bruce,Bob Dylan,Shot Of Love,1981,4:31,4,0.568,0.0949,8,-20.415,1,0.0366,0.756,0,0.109,0.274,82.191,19
In the Summertime,Bob Dylan,Shot Of Love,1981,3:34,4,0.65,0.277,9,-14.219,1,0.0339,0.238,0,0.166,0.495,124.347,23
Heart of Mine,Bob Dylan,Shot Of Love,1981,4:29,4,0.726,0.542,11,-14.204,1,0.0289,0.203,0.00467,0.0717,0.755,109.086,25
Every Grain of Sand,Bob Dylan,Shot Of Love,1981,6:11,3,0.34,0.283,3,-13.474,1,0.04,0.622,0,0.0684,0.281,172.22,40
"Dead Man, Dead Man",Bob Dylan,Shot Of Love,1981,3:58,4,0.499,0.693,9,-13.324,0,0.0593,0.26,0.0000656,0.219,0.723,175.958,17
Watered-Down Love,Bob Dylan,Shot Of Love,1981,4:09,4,0.691,0.565,10,-12.297,1,0.0365,0.614,0.000529,0.269,0.776,92.383,18
Shot of Love,Bob Dylan,Shot Of Love,1981,4:18,4,0.503,0.688,10,-11.114,0,0.046,0.266,0,0.0793,0.646,180.751,22
The Groom's Still Waiting at the Altar,Bob Dylan,Shot Of Love,1981,4:02,4,0.363,0.754,5,-10.97,0,0.0621,0.0844,0,0.127,0.84,107.816,25
Trouble,Bob Dylan,Shot Of Love,1981,4:32,4,0.548,0.435,4,-10.5,0,0.0396,0.118,0.00000216,0.137,0.854,115.315,17
Property of Jesus,Bob Dylan,Shot Of Love,1981,4:32,4,0.616,0.771,10,-10.065,1,0.0369,0.191,0,0.241,0.673,87.08,22
I and I,Bob Dylan,Infidels,1983,5:12,4,0.684,0.372,7,-13.577,1,0.057,0.0317,0,0.0862,0.529,80.754,31
License to Kill,Bob Dylan,Infidels,1983,3:33,4,0.743,0.274,6,-13.017,1,0.0407,0.324,0.00000534,0.12,0.664,125.895,35
Sweetheart Like You,Bob Dylan,Infidels,1983,4:33,4,0.555,0.375,1,-11.308,0,0.0418,0.627,0.0000196,0.0751,0.487,138.992,37
Jokerman,Bob Dylan,Infidels,1983,6:16,4,0.664,0.65,10,-11.168,1,0.0444,0.234,0.000282,0.16,0.775,134.986,47
Don't Fall Apart on Me Tonight,Bob Dylan,Infidels,1983,5:56,4,0.562,0.513,0,-10.482,1,0.0423,0.168,0,0.433,0.628,87.489,32
Man of Peace,Bob Dylan,Infidels,1983,6:32,4,0.628,0.67,10,-10.441,1,0.0269,0.00882,0.0000692,0.154,0.661,100.756,30
Union Sundown,Bob Dylan,Infidels,1983,5:22,4,0.553,0.733,2,-8.405,1,0.0316,0.00798,0.000046,0.417,0.808,135.344,28
Neighborhood Bully,Bob Dylan,Infidels,1983,4:35,4,0.67,0.892,9,-7.9,1,0.04,0.07,0,0.0851,0.93,133.27,30
Dark Eyes,Bob Dylan,Empire Burlesque,1985,5:07,4,0.634,0.0379,7,-19.856,1,0.0362,0.805,0,0.0816,0.417,87.2,31
I'll Remember You,Bob Dylan,Empire Burlesque,1985,4:12,4,0.375,0.324,1,-15.226,1,0.0308,0.258,0.0000136,0.0721,0.408,148.198,23
Emotionally Yours,Bob Dylan,Empire Burlesque,1985,4:28,4,0.387,0.357,0,-13.394,1,0.0285,0.0512,0.00000553,0.161,0.202,145.75,23
"Something's Burning, Baby",Bob Dylan,Empire Burlesque,1985,4:52,4,0.516,0.534,4,-13.077,1,0.0373,0.157,0,0.167,0.583,141.965,16
Trust Yourself,Bob Dylan,Empire Burlesque,1985,3:27,4,0.697,0.832,4,-11.753,0,0.0348,0.0209,0,0.1,0.896,108.501,17
Never Gonna Be the Same Again,Bob Dylan,Empire Burlesque,1985,3:08,4,0.453,0.584,10,-11.581,1,0.0551,0.207,0.00000134,0.569,0.569,140.326,16
Tight Connection to My Heart (Has Anyone Seen My Love),Bob Dylan,Empire Burlesque,1985,5:20,4,0.612,0.81,11,-11.542,1,0.0574,0.145,0,0.289,0.759,104.926,29
Seeing the Real You at Last,Bob Dylan,Empire Burlesque,1985,4:19,4,0.711,0.68,11,-11.198,0,0.0403,0.0427,0.000357,0.0358,0.913,120.78,17
When the Night Comes Falling from the Sky,Bob Dylan,Empire Burlesque,1985,7:28,4,0.569,0.888,10,-10.718,0,0.0509,0.207,0.00000227,0.0562,0.562,130.203,22
Clean Cut Kid,Bob Dylan,Empire Burlesque,1985,4:15,4,0.613,0.856,9,-9.729,0,0.093,0.225,0.000037,0.128,0.754,140.552,17
They Killed Him,Bob Dylan,Knocked Out Loaded,1986,4:03,4,0.383,0.443,7,-13.038,1,0.0325,0.202,0.000018,0.0484,0.215,147.384,17
You Wanna Ramble,Bob Dylan,Knocked Out Loaded,1986,3:18,4,0.48,0.685,7,-12.52,1,0.0304,0.0000253,0.000229,0.0984,0.869,179.452,15
Under Your Spell,Bob Dylan,Knocked Out Loaded,1986,3:58,4,0.644,0.467,9,-12.235,1,0.0261,0.406,0.0000117,0.323,0.592,94.077,15
Driftin' Too Far from Shore,Bob Dylan,Knocked Out Loaded,1986,3:40,4,0.653,0.677,8,-11.386,1,0.0661,0.0661,0,0.0523,0.789,131.909,14
Brownsville Girl,Bob Dylan,Knocked Out Loaded,1986,11:03,4,0.36,0.595,9,-11.186,1,0.0397,0.348,0,0.255,0.59,143.247,27
Precious Memories,Bob Dylan,Knocked Out Loaded,1986,3:14,4,0.636,0.475,10,-11.089,1,0.0262,0.254,0,0.0977,0.928,132.185,16
Got My Mind Made Up,Bob Dylan,Knocked Out Loaded,1986,2:55,4,0.651,0.848,7,-10.957,1,0.0334,0.0666,0.0000247,0.286,0.659,109.189,15
Maybe Someday,Bob Dylan,Knocked Out Loaded,1986,3:18,4,0.617,0.819,4,-9.035,1,0.0465,0.218,0,0.296,0.882,128.298,14
Death Is Not the End,Bob Dylan,Down In The Groove,1988,5:09,4,0.763,0.0673,9,-21.582,1,0.0412,0.365,0.0000725,0.125,0.403,118.555,23
Rank Strangers to Me,Bob Dylan,Down In The Groove,1988,2:58,4,0.412,0.0899,4,-14.833,1,0.0454,0.839,0.00000158,0.116,0.138,99.539,14
