text,sentiment
wondering what misery looks like look at the faces of all the cubs fans at miller park tonite sorry chicago friends tonights our night,neutral
UGH I missed the POTUS  MY Five Guys  blocks from my house and  blocks from my job  ,negative
says she wants to be w marykay  sendai right now,neutral
Had a fun late night talk with   Good night world,positive
 nope would be no music,neutral
Prolly going to Jamba Juice in thirty minutes  shop for awhile then hit the airport and see my daddddd,neutral
 Going to see Star Trek,neutral
is aching from rugby good game,neutral
 its almost your birthday,neutral
may gray coldplay and nice showerswork at ,positive
its funny you said wed never make it and look how far weve come  IM BACK ON HEAHHH  um yeah school ,positive
aww i feel bad cause i dunno if nicole is in the city looking for me shes probably worried  srry hun,negative
 me toooooo Thank u,positive
 I want all the soldiers to come home so we dont have to hear about anymore being killed,positive
good weekend,positive
meeting  and friend tonight  going to discuss human trafficking issues Daly is chaplaintherapist and an interesting guy,positive
 hmmm they are on offer in Tesco as well but I dont think the wee one next to me will stock them,neutral
 hes definitely my fav host ever  Cant wait to watch the rest tomorrow,positive
i wanna do something tonight but that doesnt look very promising,negative
Guess I have to go back and scrape out the oven now Blerg,neutral
Happy star wars day everyone,positive
Friday Wooo and nothing to do  Nuggets better pull it off tonight,neutral
Having a pj dayyDoesnt happen veryy often,neutral
 Youre welcome Im going to repost several times to get the message out maybe help another dog,positive
no so sad about that  im from MALTA have you heard about it ,negative
 me too,neutral
  Enjoywish I was there Nice day in Springfield todayhowever I have my end of month expense report to do,positive
 oh no  im sorry at least youll still be able to buy regular tickets and not worry about limits,negative
 haha that was good slightly geeky but funny  x,positive
I have a license and a carat least for now,neutral
 say hello to Marina Green  couldnt participate in Barcelona this weeken,negative
 I hope its something relatively minor and easy to heal I cant stand it when the furbabies get sick,neutral
Oh Ive just watched the third episode of JONAS its awesome,positive
wants to go out tonight but cant get home,negative
 i love Paramore  welcome back,positive
DAHSAR Thanxs hun you too,positive
NewAmerykah im alllllllllllllllllllllllllllll about that a  woke up late didnt get my breakfast wakenbake,neutral
 Fun to read thanks You Brits make things interesting  Funny they whittled  saints days to four ,positive
you forgot your fans too  haha,neutral
 I know but unfortunately Im one of the fifteen bazillions of Americans without health insurance  awesome,neutral
Just got finished cleaning and putting out my moms presents  Happy mothers day Im going to sleeeeep,positive
Getting to play golf with our kickin Leadership TeamI have a feeling they r gonna kick me on the golf course,negative
  Wow Christian Lacroix bankrupt sad,negative
 ia so much i havent really been happy with any of cooks choices for singles,negative
good  visible shot of TD one shows total decoupling of the low and mid level centersthis system is DEAD Waiting for the next one,negative
Goingg to school today,neutral
Cleaned out my Followers List and blocked the  girls   Now I look like a spammer,neutral
Watching the  episode of JONAS,neutral
Jogged in the forest with Nina Heavy wind reminded I need to set up some turbines free electricity,neutral
awww ive lost a follower i fail,negative
so sad that no friends everyday for a long  time,negative
In  horse town   blown out car speakers ,neutral
watching chicago  honeyyyy im with you I miss me some hey arnold and wild thornberrys,negative
pool is still closed  and it is cloudy what should i cook tonight,neutral
 do u ever answer ur fans on here i wish u would i have a question ive been wanting to ask u for months,neutral
B all the shows are sold out  so I have to wait til tomorrow or sunday,neutral
soooo sunburnt  my mum was out earlier so i had to wait for her to get in and fell asleep on the trampoline for  hours in the sun U,negative
Or this for that matter   So jealous,negative
Its STILL not working Why not This is FRUSTRATING,negative
has has an ok day with jo She bit me and now its bruised,negative
 thanks  i have to finish schoolwork today no rehearsal tonight though what ru doing,positive
isnt going to the movies i got grounded,negative
 erocka the ruler i called you but i see i gets the no love   whats up with that,negative
i miss him  ALOT but im not gonna talk to him i HOPE,negative
its my last friday of my high school years,neutral
 ohh im watching my best friends wedding its so sad,negative
On tha bus,neutral
 This is truly enlightening for me,positive
 thanks I deserve it,positive
bree say hi to the otters They are my favorite besides the fact they are slowly killing themselves with each shell they open,neutral
  he should be an honourary fluffette such lovely hair whats left  ,positive
Home from China  back to work,neutral
  Scrub and moisturize doesnt even sounds like showering maybe u should be inclined to follow me en rephael,neutral
  yeah haha why,neutral
Michael Cera has a new movie,neutral
No school again This time cuz im sick,negative
Omg Really I just ran into a wall,neutral
Got into the show early Jacksons chillen Lil shorty,neutral
 Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers It is very sad,negative
  it sucks no matter where you are Im gonna freakin be late for work,negative
 I do But I have to go to a dang wedding in madison,neutral
 ha I thought you would enjoy the Family Guy reference and Im more bored than you,negative
is abit happier at the thought that Ashleigh  Loocie with be here soonish but sad to miss her Sane  ,neutral
I feel like Im going to toss my cookies,neutral
 hope you had a FAB time Just saw your twitpics  Love that you wore THE dress Great pic of D too,positive
shakalohana week two of flat wavez no surfin,negative
 Cool Guide My best Tip Do NOT Use Them Unless Absolutely Needed ,positive
My best friend is comingexcited,positive
 Yep same here I have to be in the mood  it,neutral
 T im sooooo bored right now,negative
 SisI dont think I will be up   sadly  Im in alot of pain   had bad nitecan we go out anotha week soon,negative
